index,ActivePower_KWh,WindSpeed
2022-10-07 00:00:00+00:00,2240.181,2.5
2022-10-07 01:00:00+00:00,865.6335,1.8
2022-10-07 02:00:00+00:00,160.353,5.6
2022-10-07 03:00:00+00:00,-7.31295,0.0
2022-10-07 04:00:00+00:00,-8.5653,0.0
2022-10-07 05:00:00+00:00,-8.5977,0.0
2022-10-07 06:00:00+00:00,-8.9469,0.0
2022-10-07 07:00:00+00:00,-1.25775,0.0
2022-10-07 08:00:00+00:00,-2.3364,0.0
2022-10-07 09:00:00+00:00,248.1021,2.3
2022-10-07 10:00:00+00:00,253.68345,1.0
2022-10-07 12:00:00+00:00,677.691,7.9
2022-10-07 13:00:00+00:00,489.015,8.7
2022-10-07 14:00:00+00:00,471.0735,8.9
2022-10-07 15:00:00+00:00,451.944,7.1
2022-10-07 16:00:00+00:00,621.153,6.6
2022-10-07 17:00:00+00:00,568.6875,4.9
2022-10-07 18:00:00+00:00,195.01155,4.7
2022-10-07 19:00:00+00:00,221.46255,2.1
2022-10-07 20:00:00+00:00,314.6211,2.7
2022-10-07 21:00:00+00:00,383.8563,3.1
2022-10-07 22:00:00+00:00,75.5631,4.2
2022-10-07 23:00:00+00:00,-8.3961,0.0
2022-10-08 00:00:00+00:00,-6.60105,0.0
2022-10-08 01:00:00+00:00,-5.78745,0.0
2022-10-08 02:00:00+00:00,-6.1848,0.0
2022-10-08 03:00:00+00:00,141.7725,3.3
2022-10-08 04:00:00+00:00,1477.215,6.3
2022-10-08 05:00:00+00:00,2193.201,6.4
2022-10-08 06:00:00+00:00,2427.4845,4.0
2022-10-08 07:00:00+00:00,1592.298,3.2
2022-10-08 08:00:00+00:00,1812.762,4.1
2022-10-08 09:00:00+00:00,2218.8195,1.6
2022-10-08 10:00:00+00:00,3004.6995,2.5
2022-10-08 11:00:00+00:00,2190.3525,5.8
2022-10-08 12:00:00+00:00,1069.5015,4.0
2022-10-08 13:00:00+00:00,562.7835,0.8
2022-10-08 14:00:00+00:00,431.39655,1.6
2022-10-08 15:00:00+00:00,111.11625,4.8
2022-10-08 16:00:00+00:00,24.3477,4.9
2022-10-08 17:00:00+00:00,282.969,6.8
2022-10-08 18:00:00+00:00,36.77445,5.6
2022-10-08 19:00:00+00:00,32.05395,6.6
2022-10-08 20:00:00+00:00,712.467,6.5
2022-10-08 21:00:00+00:00,438.2865,5.5
2022-10-08 22:00:00+00:00,-8.14815,0.0
2022-10-08 23:00:00+00:00,-5.9643,0.0
2022-10-09 00:00:00+00:00,-4.35915,0.0
2022-10-09 01:00:00+00:00,-6.1515,0.0
2022-10-09 02:00:00+00:00,-6.0228,0.0
2022-10-09 03:00:00+00:00,-7.3332,0.0
2022-10-09 04:00:00+00:00,-11.47095,0.0
2022-10-09 05:00:00+00:00,-8.8794,0.0
2022-10-09 06:00:00+00:00,29.9898,4.1
2022-10-09 07:00:00+00:00,445.49235,4.3
2022-10-09 08:00:00+00:00,380.08305,2.9
2022-10-09 09:00:00+00:00,107.68185,2.0
2022-10-09 10:00:00+00:00,-6.12405,0.0
2022-10-09 11:00:00+00:00,-9.15165,0.0
2022-10-09 12:00:00+00:00,220.0032,4.7
2022-10-09 13:00:00+00:00,176.98365,5.5
2022-10-09 14:00:00+00:00,205.1316,3.3
2022-10-09 15:00:00+00:00,332.0595,1.1
2022-10-10 13:00:00+00:00,134.4636,3.3
2022-10-10 14:00:00+00:00,1576.782,3.6
2022-10-10 15:00:00+00:00,86.12235,3.5
2022-10-10 16:00:00+00:00,274.88745,3.3
2022-10-10 17:00:00+00:00,1177.191,3.3
2022-10-10 18:00:00+00:00,1121.1885,4.8
2022-10-10 19:00:00+00:00,-1.8099,0.0
2022-10-10 20:00:00+00:00,-5.08635,0.0
2022-10-10 21:00:00+00:00,-3.25575,0.0
2022-10-10 22:00:00+00:00,-4.72095,0.0
2022-10-10 23:00:00+00:00,-9.3384,0.0
2022-10-11 00:00:00+00:00,-12.1509,0.0
2022-10-11 01:00:00+00:00,-12.20175,0.0
2022-10-11 02:00:00+00:00,-7.89075,0.0
2022-10-11 03:00:00+00:00,-6.33015,0.0
2022-10-11 04:00:00+00:00,-6.1578,0.0
2022-10-11 05:00:00+00:00,-8.81685,0.0
2022-10-11 06:00:00+00:00,211.71105,7.1
2022-10-11 07:00:00+00:00,92.49975,5.4
2022-10-11 08:00:00+00:00,-0.8514,0.0
2022-10-11 09:00:00+00:00,-6.0966,0.0
2022-10-11 10:00:00+00:00,-8.2521,0.0
2022-10-11 11:00:00+00:00,-8.5167,0.0
2022-10-11 12:00:00+00:00,-7.7031,0.0
2022-10-11 13:00:00+00:00,-3.32415,0.0
2022-10-11 14:00:00+00:00,15.8454,9.8
2022-10-11 15:00:00+00:00,9.1062,0.0
2022-10-11 16:00:00+00:00,-8.1765,0.0
2022-10-11 17:00:00+00:00,-6.63795,0.0
2022-10-11 18:00:00+00:00,-9.7767,0.0
2022-10-11 19:00:00+00:00,-9.50175,0.0
2022-10-11 20:00:00+00:00,-10.66005,0.0
2022-10-11 21:00:00+00:00,-10.3545,0.0
2022-10-11 22:00:00+00:00,96.83145,2.8
2022-10-11 23:00:00+00:00,675.6165,2.3
2022-10-12 00:00:00+00:00,1269.306,7.4
2022-10-12 01:00:00+00:00,1783.9845,4.1
2022-10-12 02:00:00+00:00,1138.203,3.6
2022-10-12 03:00:00+00:00,538.7805,4.6
2022-10-12 04:00:00+00:00,506.2005,2.9
2022-10-12 05:00:00+00:00,935.802,0.4
2022-10-12 06:00:00+00:00,1689.867,1.3
2022-10-12 07:00:00+00:00,1081.35,5.1
2022-10-12 08:00:00+00:00,1325.1465,3.2
2022-10-12 09:00:00+00:00,1786.5315,2.3
2022-10-12 10:00:00+00:00,2045.079,4.4
2022-10-12 11:00:00+00:00,1235.268,5.2
2022-10-12 12:00:00+00:00,264.67515,6.2
2022-10-12 13:00:00+00:00,69.9642,4.7
2022-10-12 14:00:00+00:00,93.5478,6.7
2022-10-12 15:00:00+00:00,376.39215,5.7
2022-10-12 16:00:00+00:00,749.7045,2.9
2022-10-12 17:00:00+00:00,292.3011,3.2
2022-10-12 18:00:00+00:00,383.57055,1.8
2022-10-12 19:00:00+00:00,519.0705,2.2
2022-10-12 20:00:00+00:00,1091.3985,0.7
2022-10-12 21:00:00+00:00,973.431,2.3
2022-10-12 22:00:00+00:00,928.107,4.4
2022-10-12 23:00:00+00:00,735.8355,6.0
2022-10-13 00:00:00+00:00,282.39345,5.3
2022-10-13 01:00:00+00:00,257.52555,5.9
2022-10-13 02:00:00+00:00,33.4557,4.1
2022-10-13 03:00:00+00:00,-9.44055,0.0
2022-10-13 04:00:00+00:00,-11.27745,0.0
2022-10-13 05:00:00+00:00,-10.11825,0.0
2022-10-13 06:00:00+00:00,546.12,5.9
2022-10-13 07:00:00+00:00,1672.9245,6.9
2022-10-13 08:00:00+00:00,1969.3575,8.2
2022-10-13 09:00:00+00:00,2483.766,6.8
2022-10-13 10:00:00+00:00,1761.7095,1.3
2022-10-13 11:00:00+00:00,1210.1895,1.6
2022-10-13 12:00:00+00:00,1189.656,2.6
2022-10-13 13:00:00+00:00,769.9725,7.9
2022-10-13 16:00:00+00:00,159.7365,3.9
2022-10-13 17:00:00+00:00,41.78835,6.1
2022-10-13 18:00:00+00:00,46.872,3.9
2022-10-13 19:00:00+00:00,-3.8538,0.0
2022-10-13 20:00:00+00:00,-3.9321,0.0
2022-10-13 21:00:00+00:00,-5.19435,0.0
2022-10-13 22:00:00+00:00,48.81825,2.8
2022-10-13 23:00:00+00:00,1024.0965,1.5
2022-10-14 00:00:00+00:00,2227.878,4.0
2022-10-14 01:00:00+00:00,1214.433,5.2
2022-10-14 02:00:00+00:00,1711.9575,4.3
2022-10-14 03:00:00+00:00,2112.786,2.9
2022-10-14 04:00:00+00:00,1722.483,3.5
2022-10-14 05:00:00+00:00,1689.948,6.2
2022-10-14 06:00:00+00:00,2233.863,6.0
2022-10-14 07:00:00+00:00,1559.5695,5.7
2022-10-14 08:00:00+00:00,747.9045,5.4
2022-10-14 09:00:00+00:00,691.2405,4.0
2022-10-14 10:00:00+00:00,621.7155,2.8
2022-10-14 11:00:00+00:00,333.83835,3.3
2022-10-14 12:00:00+00:00,251.0046,2.4
2022-10-14 13:00:00+00:00,214.677,3.1
2022-10-14 14:00:00+00:00,68.47245,1.9
2022-10-14 15:00:00+00:00,-7.227,0.0
2022-10-14 16:00:00+00:00,-4.8771,0.0
2022-10-14 17:00:00+00:00,-5.27265,0.0
2022-10-14 18:00:00+00:00,72.3069,6.5
2022-10-14 19:00:00+00:00,-2.5344,0.0
2022-10-14 20:00:00+00:00,-4.87665,0.0
2022-10-14 21:00:00+00:00,-3.63375,0.0
2022-10-14 22:00:00+00:00,-5.8995,0.0
2022-10-15 01:00:00+00:00,2582.928,7.6
2022-10-15 02:00:00+00:00,4497.9885,6.0
2022-10-15 03:00:00+00:00,4080.9465,5.9
2022-10-15 04:00:00+00:00,4015.8765,7.3
2022-10-15 05:00:00+00:00,3171.3345,6.1
2022-10-15 06:00:00+00:00,2623.851,7.2
2022-10-15 07:00:00+00:00,2099.8035,7.8
2022-10-15 08:00:00+00:00,448.71525,7.9
2022-10-15 09:00:00+00:00,287.3691,5.4
2022-10-15 10:00:00+00:00,413.20305,5.8
2022-10-15 11:00:00+00:00,200.4273,8.1
2022-10-15 12:00:00+00:00,125.01675,6.2
2022-10-15 13:00:00+00:00,228.96225,7.6
2022-10-15 14:00:00+00:00,928.062,7.7
2022-10-15 15:00:00+00:00,1476.873,5.2
2022-10-15 16:00:00+00:00,1441.9125,1.8
2022-10-15 17:00:00+00:00,739.917,3.6
2022-10-15 18:00:00+00:00,888.102,4.1
2022-10-15 19:00:00+00:00,482.7465,5.2
2022-10-15 20:00:00+00:00,-0.86895,0.0
2022-10-15 21:00:00+00:00,1255.14,7.7
2022-10-15 22:00:00+00:00,3456.3465,7.9
2022-10-15 23:00:00+00:00,2689.4745,7.8
2022-10-16 00:00:00+00:00,2551.527,7.1
2022-10-16 01:00:00+00:00,4275.4545,8.5
2022-10-16 02:00:00+00:00,6309.675,5.6
2022-10-16 03:00:00+00:00,7067.88,3.2
2022-10-16 04:00:00+00:00,7016.265,5.2
2022-10-16 05:00:00+00:00,3699.4905,6.0
2022-10-16 06:00:00+00:00,3136.284,6.8
2022-10-16 07:00:00+00:00,2780.1495,7.8
2022-10-16 08:00:00+00:00,249.552,7.0
2022-10-16 09:00:00+00:00,794.574,3.7
2022-10-16 10:00:00+00:00,1758.708,0.8
2022-10-16 11:00:00+00:00,1046.745,1.8
2022-10-16 12:00:00+00:00,597.267,6.2
2022-10-16 13:00:00+00:00,1938.7575,5.6
2022-10-16 14:00:00+00:00,1317.123,4.3
2022-10-16 15:00:00+00:00,2080.575,5.0
2022-10-16 16:00:00+00:00,2549.961,2.3
2022-10-16 17:00:00+00:00,1661.3775,1.9
2022-10-16 18:00:00+00:00,345.37005,4.7
2022-10-16 19:00:00+00:00,56.0997,5.9
2022-10-16 20:00:00+00:00,166.39245,5.4
2022-10-16 21:00:00+00:00,145.3518,5.8
2022-10-16 22:00:00+00:00,881.577,6.6
2022-10-16 23:00:00+00:00,1933.821,8.7
2022-10-17 00:00:00+00:00,2218.842,7.1
2022-10-17 01:00:00+00:00,451.7955,7.3
2022-10-17 02:00:00+00:00,44.5563,6.5
2022-10-17 03:00:00+00:00,322.32825,8.8
2022-10-17 04:00:00+00:00,14.71455,9.5
2022-10-17 05:00:00+00:00,61.3242,8.5
2022-10-17 06:00:00+00:00,982.818,8.1
2022-10-19 13:00:00+00:00,4929.075,2.9
2022-10-19 14:00:00+00:00,6122.61,4.1
2022-10-19 15:00:00+00:00,6429.645,3.4
2022-10-19 16:00:00+00:00,6524.235,3.6
2022-10-19 17:00:00+00:00,6982.11,4.0
2022-10-19 18:00:00+00:00,4755.555,7.4
2022-10-19 19:00:00+00:00,3244.7925,6.9
2022-10-19 20:00:00+00:00,1708.929,5.4
2022-10-19 21:00:00+00:00,5150.025,9.0
2022-10-19 22:00:00+00:00,5404.95,8.1
2022-10-19 23:00:00+00:00,1616.949,6.9
2022-10-20 00:00:00+00:00,1692.441,5.3
2022-10-20 01:00:00+00:00,2803.7565,7.2
2022-10-20 02:00:00+00:00,2679.534,2.3
2022-10-20 03:00:00+00:00,2592.7065,4.6
2022-10-20 04:00:00+00:00,4712.67,8.9
2022-10-20 05:00:00+00:00,5677.92,4.9
2022-10-20 06:00:00+00:00,3891.5055,2.3
2022-10-20 07:00:00+00:00,848.088,5.2
2022-10-20 08:00:00+00:00,567.135,6.0
2022-10-20 09:00:00+00:00,1142.0235,8.4
2022-10-20 10:00:00+00:00,604.9665,6.2
2022-10-20 11:00:00+00:00,1516.302,2.2
2022-10-20 12:00:00+00:00,956.1285,1.8
2022-10-20 13:00:00+00:00,2140.569,1.8
2022-10-20 14:00:00+00:00,5132.475,6.9
2022-10-20 15:00:00+00:00,4680.18,15.0
2022-10-20 16:00:00+00:00,4476.9465,7.1
2022-10-20 17:00:00+00:00,4586.265,4.4
2022-10-20 18:00:00+00:00,4196.781,9.5
2022-10-20 19:00:00+00:00,5572.845,10.1
2022-10-20 20:00:00+00:00,3803.6565,10.3
2022-10-20 21:00:00+00:00,2355.9705,6.6
2022-10-20 22:00:00+00:00,7728.48,8.7
2022-10-20 23:00:00+00:00,6389.91,7.9
2022-10-21 00:00:00+00:00,3861.7515,7.8
2022-10-21 01:00:00+00:00,3416.0445,4.7
2022-10-21 02:00:00+00:00,4769.775,4.3
2022-10-21 03:00:00+00:00,545.2965,5.9
2022-10-21 04:00:00+00:00,2706.561,5.1
2022-10-21 05:00:00+00:00,809.703,2.2
2022-10-21 06:00:00+00:00,132.41745,8.1
2022-10-21 07:00:00+00:00,316.94895,6.0
2022-10-21 08:00:00+00:00,1692.171,5.8
2022-10-21 09:00:00+00:00,669.807,6.2
2022-10-21 12:00:00+00:00,4063.158,5.4
2022-10-21 13:00:00+00:00,2767.5225,9.3
2022-10-21 14:00:00+00:00,2718.6975,12.3
2022-10-21 15:00:00+00:00,3131.4645,10.3
2022-10-21 16:00:00+00:00,3049.956,3.6
2022-10-21 17:00:00+00:00,3833.2575,3.1
2022-10-21 18:00:00+00:00,2946.4335,2.3
2022-10-21 19:00:00+00:00,1651.3965,6.6
2022-10-21 20:00:00+00:00,1683.405,3.1
2022-10-21 21:00:00+00:00,1547.469,1.8
2022-10-21 22:00:00+00:00,676.125,3.1
2022-10-21 23:00:00+00:00,1748.016,5.9
2022-10-22 00:00:00+00:00,1815.5925,6.3
2022-10-22 01:00:00+00:00,2765.7315,14.2
2022-10-22 02:00:00+00:00,982.9215,13.8
2022-10-22 03:00:00+00:00,405.87075,12.0
2022-10-22 04:00:00+00:00,8.56485,0.0
2022-10-22 05:00:00+00:00,149.1525,7.9
2022-10-22 06:00:00+00:00,602.3475,4.3
2022-10-22 07:00:00+00:00,139.88655,4.8
2022-10-22 08:00:00+00:00,7.8237,0.0
2022-10-22 09:00:00+00:00,130.6449,4.4
2022-10-22 10:00:00+00:00,721.2105,2.1
2022-10-22 11:00:00+00:00,1174.509,0.8
2022-10-22 12:00:00+00:00,563.7195,1.1
2022-10-22 13:00:00+00:00,668.772,2.7
2022-10-22 14:00:00+00:00,1464.5835,6.5
2022-10-22 15:00:00+00:00,1928.3535,6.9
2022-10-22 16:00:00+00:00,1984.698,6.5
2022-10-22 17:00:00+00:00,2406.0105,2.6
2022-10-22 18:00:00+00:00,1329.489,4.6
2022-10-22 19:00:00+00:00,1425.8655,4.3
2022-10-22 20:00:00+00:00,3618.8415,4.6
2022-10-22 21:00:00+00:00,3254.328,5.1
2022-10-22 22:00:00+00:00,1435.6485,6.4
2022-10-22 23:00:00+00:00,972.5265,6.5
2022-10-23 00:00:00+00:00,2497.0365,7.1
2022-10-23 01:00:00+00:00,1378.2105,8.4
2022-10-23 02:00:00+00:00,846.486,8.1
2022-10-23 03:00:00+00:00,2251.3725,8.7
2022-10-23 04:00:00+00:00,1330.632,9.2
2022-10-23 05:00:00+00:00,1115.3025,9.5
2022-10-23 06:00:00+00:00,5714.685,10.4
2022-10-23 07:00:00+00:00,6771.105,10.4
2022-10-23 08:00:00+00:00,8066.97,10.9
2022-10-23 09:00:00+00:00,8307.81,11.4
2022-10-23 10:00:00+00:00,7917.345,6.3
2022-10-23 11:00:00+00:00,7890.705,8.1
2022-10-23 12:00:00+00:00,7828.47,9.4
2022-10-23 13:00:00+00:00,7861.77,7.9
2022-10-23 14:00:00+00:00,7303.14,4.4
2022-10-23 15:00:00+00:00,7052.265,5.1
2022-10-23 16:00:00+00:00,2563.776,5.1
2022-10-23 17:00:00+00:00,975.591,6.2
2022-10-23 18:00:00+00:00,914.679,11.9
2022-10-23 19:00:00+00:00,22.27275,9.4
2022-10-23 20:00:00+00:00,178.69815,9.9
2022-10-23 21:00:00+00:00,161.2557,10.9
2022-10-23 22:00:00+00:00,1979.748,4.9
2022-10-23 23:00:00+00:00,3352.7475,5.8
2022-10-24 00:00:00+00:00,1875.978,3.2
2022-10-24 01:00:00+00:00,923.5125,6.0
2022-10-24 02:00:00+00:00,1241.8425,10.5
2022-10-24 03:00:00+00:00,20.6775,8.6
2022-10-24 04:00:00+00:00,56.14335,7.1
2022-10-24 05:00:00+00:00,-6.24375,0.0
2022-10-24 06:00:00+00:00,-4.79025,0.0
2022-10-24 07:00:00+00:00,424.7343,4.0
2022-10-24 08:00:00+00:00,2140.7715,6.4
2022-10-24 09:00:00+00:00,1513.7505,4.3
2022-10-24 10:00:00+00:00,1859.1795,6.0
2022-10-24 11:00:00+00:00,2413.485,7.6
2022-10-24 12:00:00+00:00,526.4145,5.1
2022-10-24 13:00:00+00:00,2.6757,0.0
2022-10-24 14:00:00+00:00,30.9006,8.3
2022-10-24 15:00:00+00:00,466.182,4.0
2022-10-24 16:00:00+00:00,61.8471,9.7
2022-10-24 17:00:00+00:00,-2.98305,0.0
2022-10-24 18:00:00+00:00,-5.1624,0.0
2022-10-24 19:00:00+00:00,-7.0488,0.0
2022-10-24 20:00:00+00:00,-6.3378,0.0
2022-10-24 21:00:00+00:00,273.35385,4.2
2022-10-24 22:00:00+00:00,499.3785,5.6
2022-10-24 23:00:00+00:00,721.926,6.8
2022-10-25 00:00:00+00:00,713.007,4.3
2022-10-25 01:00:00+00:00,467.604,4.1
2022-10-25 02:00:00+00:00,172.0098,3.6
2022-10-25 03:00:00+00:00,91.43775,1.9
2022-10-25 04:00:00+00:00,227.56185,2.3
2022-10-25 05:00:00+00:00,231.69555,5.2
2022-10-25 06:00:00+00:00,240.5241,6.4
2022-10-25 07:00:00+00:00,221.73975,6.0
2022-10-25 08:00:00+00:00,736.2,6.4
2022-10-25 09:00:00+00:00,603.0495,6.7
2022-10-25 10:00:00+00:00,738.9225,4.7
2022-10-25 11:00:00+00:00,530.0325,3.3
2022-10-25 12:00:00+00:00,4517.415,2.4
2022-10-25 13:00:00+00:00,2889.468,1.5
2022-10-25 14:00:00+00:00,7511.94,2.6
2022-10-25 15:00:00+00:00,5834.745,1.5
2022-10-25 16:00:00+00:00,5846.85,2.2
2022-10-25 17:00:00+00:00,3531.798,4.1
2022-10-25 18:00:00+00:00,834.5025,7.4
2022-10-25 19:00:00+00:00,878.8815,7.9
2022-10-25 20:00:00+00:00,132.93405,7.4
2022-10-25 21:00:00+00:00,863.1225,8.0
2022-10-25 22:00:00+00:00,3045.924,8.9
2022-10-25 23:00:00+00:00,1472.535,10.8
2022-10-26 00:00:00+00:00,847.476,5.3
2022-10-26 01:00:00+00:00,1833.6015,7.3
2022-10-26 02:00:00+00:00,1352.5695,12.8
2022-10-26 03:00:00+00:00,531.297,7.8
2022-10-26 04:00:00+00:00,186.0714,7.2
2022-10-26 05:00:00+00:00,452.9025,5.9
2022-10-26 06:00:00+00:00,376.23645,8.9
2022-10-26 07:00:00+00:00,-4.95315,0.0
2022-10-26 08:00:00+00:00,-4.95495,0.0
2022-10-26 09:00:00+00:00,24.99975,7.8
2022-10-26 10:00:00+00:00,156.24585,3.7
2022-10-26 11:00:00+00:00,-3.11535,0.0
2022-10-26 12:00:00+00:00,20.2266,3.0
2022-10-26 13:00:00+00:00,274.86855,3.1
2022-10-26 14:00:00+00:00,1387.8045,4.1
2022-10-26 15:00:00+00:00,2413.62,5.6
2022-10-26 16:00:00+00:00,4819.275,5.1
2022-10-26 17:00:00+00:00,1206.18,4.3
2022-10-26 18:00:00+00:00,1786.3875,2.9
2022-10-26 19:00:00+00:00,498.0285,5.8
2022-10-26 20:00:00+00:00,52.3836,7.1
2022-10-26 21:00:00+00:00,543.4605,7.1
2022-10-26 22:00:00+00:00,781.002,6.2
2022-10-26 23:00:00+00:00,1229.499,6.1
2022-10-27 00:00:00+00:00,1347.417,5.3
2022-10-27 01:00:00+00:00,1200.006,7.5
2022-10-27 02:00:00+00:00,2650.4325,8.3
2022-10-27 03:00:00+00:00,2928.6675,6.6
2022-10-27 04:00:00+00:00,2512.134,8.5
2022-10-27 05:00:00+00:00,2273.1975,9.7
2022-10-27 06:00:00+00:00,2276.2935,10.0
2022-10-27 07:00:00+00:00,1713.7395,7.6
2022-10-27 08:00:00+00:00,1981.125,6.9
2022-10-27 09:00:00+00:00,3652.56,7.6
2022-10-27 10:00:00+00:00,2511.6885,3.5
2022-10-27 11:00:00+00:00,2359.836,3.2
2022-10-27 12:00:00+00:00,2782.089,0.0
